# wavelength	raw_bkg	raw_avg
4.067690391258606724e+02 1.221662793103448166e+03 2.033844827586313020e+00
4.071501675285833812e+02 1.324032982758620847e+03 1.084717241379298613e+01
4.075312508782577083e+02 1.279288396551724190e+03 4.745637931034434764e+00
4.079122891707440317e+02 1.127201999999999998e+03 1.288101724137930049e+01
4.082932824019026725e+02 1.634533293103448159e+03 -4.971620689655082970e+00
4.086742305675940088e+02 1.253978327586206888e+03 3.005570689655173666e+01
4.090551336636786459e+02 1.183471706896551950e+03 -4.519655172415923405e-01
4.094359916860167345e+02 1.256690120689655487e+03 4.293672413792796405e+00
4.098168046304689369e+02 1.078163741379310295e+03 2.937775862069019972e+00
4.101975724928954037e+02 1.079519637931034595e+03 -2.485810344827723561e+00
4.105782952691566265e+02 1.108671413793103511e+03 1.649674137931026507e+01
4.109589729551130404e+02 1.107541499999999814e+03 1.446289655172433797e+01
4.113396055466250232e+02 1.092174672413792905e+03 -5.423586206896334083e+00
4.117201930395530098e+02 1.140760965517241402e+03 -1.853058620689653324e+01
4.121007354297573784e+02 1.174884362068965402e+03 -1.175110344827573883e+01
4.124812327130985636e+02 1.205392034482758618e+03 4.519655172413786559e+00
4.128616848854368300e+02 1.110931241379310222e+03 -7.005465517241304951e+00
4.132420919426327828e+02 1.277706517241379288e+03 -1.401093103448274668e+01
4.136224538805466295e+02 1.305502396551724360e+03 -3.163758620689850254e+00
4.140027706950389188e+02 1.098728172413793118e+03 -2.711793103448303377e+00
4.143830423819700286e+02 1.232735948275862029e+03 -1.016922413793099622e+01
4.147632689372002233e+02 1.104829706896551897e+03 4.293672413792956277e+00
4.151434503565901082e+02 1.164941120689655236e+03 1.333298275862064131e+01
4.155235866360000045e+02 1.203132206896551452e+03 1.581879310344857004e+01
4.159036777712902335e+02 1.352958775862069160e+03 -8.135379310345024706e+00
4.162837237583213437e+02 1.192059051724138044e+03 5.649568965517119068e+00
4.166637245929536562e+02 1.062118965517241350e+03 9.039310344827606869e+00
4.170436802710474922e+02 1.208781775862069026e+03 -3.728715517241384703e+01
4.174235907884634003e+02 1.103473810344827598e+03 -1.062118965517242941e+01
4.178034561410617016e+02 1.080875534482758439e+03 -1.762665517241359936e+01
4.181832763247027742e+02 1.274316775862068880e+03 4.519655172414559496e-01
4.185630513352471667e+02 1.185505551724137604e+03 1.581879310345152501e+00
4.189427811685550296e+02 1.129235844827586106e+03 -1.310699999999990339e+01
4.193224658204870252e+02 1.390245931034482965e+03 3.841706896551499995e+00
4.197021052869034179e+02 1.226182448275861816e+03 -4.519655172411148891e-01
4.200816995636645856e+02 1.413974120689655365e+03 -1.355896551724345089e+00
4.204612486466310202e+02 1.143246775862068944e+03 6.101534482758642852e+00
4.208407525316630426e+02 1.157031724137931178e+03 -2.259827586206911221e+01
4.212202112146210879e+02 1.236125689655172664e+03 6.779482758620451577e+00
4.215996246913656478e+02 1.096468344827586179e+03 -1.401093103448274668e+01
4.219789929577569296e+02 1.111383206896551656e+03 -2.259827586206256400e-01
4.223583160096555389e+02 1.413070189655172271e+03 1.220306896551733189e+01
4.227375938429217967e+02 1.184601620689655192e+03 5.875551724137904053e+00
4.231168264534160244e+02 1.150930189655172398e+03 -7.231448275862044639e+00
4.234960138369987135e+02 1.127653965517241431e+03 -4.316270689655177506e+01
4.238751559895301853e+02 1.127879948275862034e+03 1.807862068965573554e+00
4.242542529068709882e+02 1.172850517241379293e+03 2.146836206896555410e+01
4.246333045848813867e+02 1.192962982758620456e+03 -1.129913793103219266e+00
4.250123110194218725e+02 1.282904120689654974e+03 7.005465517241600715e+00
4.253912722063528236e+02 1.178274103448275810e+03 -5.649568965517164365e+00
4.257701881415345611e+02 1.128331913793103467e+03 1.898255172413789893e+01
4.261490588208275767e+02 1.158613603448275853e+03 1.288101724137932180e+01
4.265278842400922485e+02 1.196126741379310488e+03 1.423691379310330341e+01
4.269066643951890114e+02 1.321999137931034511e+03 2.418015517241374113e+01
4.272853992819782434e+02 1.299174879310344750e+03 -1.265503448275851461e+01
4.276640888963202656e+02 1.126298068965517359e+03 1.378494827586193949e+01
4.280427332340755129e+02 1.147314465517241160e+03 5.423586206896788831e+00
4.284213322911045907e+02 1.311377948275862082e+03 -1.581879310344811440e+00
4.287998860632675928e+02 1.130591741379309951e+03 1.084717241379351016e+01
4.291783945464251815e+02 1.138049172413793258e+03 3.118562068965500345e+01
4.295568577364375642e+02 1.200646396551724365e+03 -2.485810344827814156e+00
4.299352756291652327e+02 1.239741413793103675e+03 -9.943241379310574501e+00
4.303136482204685649e+02 1.100084068965517190e+03 1.807862068965573554e+00
4.306919755062079957e+02 1.148218396551724027e+03 -9.943241379310212125e+00
4.310702574822439033e+02 1.265503448275861956e+03 3.932100000000011875e+01
4.314484941444366655e+02 1.171946586206896654e+03 1.581879310344697753e+00
4.318266854886467740e+02 1.360868172413792990e+03 -1.875656896551718233e+01
4.322048315107345502e+02 1.182115810344827651e+03 2.101639655172407473e+01
4.325829322065604288e+02 1.324258965517241450e+03 2.598801724137922520e+01
4.329609875719847309e+02 1.209685706896551665e+03 -1.672272413793096035e+01
4.333389976028679484e+02 1.154545913793103409e+03 -4.293672413793046871e+00
4.337169622950704593e+02 1.189799224137931105e+03 9.039310344827071741e-01
4.340948816444526415e+02 1.209911689655172495e+03 1.152512068965509151e+01
4.344727556468749867e+02 1.147088482758620557e+03 1.853058620689666824e+01
4.348505842981978162e+02 1.423239413793103495e+03 -2.711793103448303377e+00
4.352283675942815080e+02 1.177144189655172568e+03 2.395417241379295703e+01
4.356061055309865537e+02 1.095564413793103540e+03 -1.129913793103537456e+00
4.359837981041733315e+02 1.173754448275861932e+03 1.152512068965527270e+01
4.363614453097021624e+02 1.107993465517241475e+03 -6.553500000000099135e+00
4.367390471434334813e+02 1.087203051724137822e+03 2.237229310344839561e+01
4.371166036012277232e+02 1.149348310344827496e+03 2.802186206896562837e+01
4.374941146789453228e+02 1.357478431034482810e+03 3.841706896551718131e+01
4.378715803724465445e+02 1.251718499999999949e+03 9.039310344827982124e-01
4.382490006775920506e+02 1.193414948275862116e+03 5.423586206896516160e+00
4.386263755902419348e+02 1.150930189655172398e+03 1.988648275862071912e+01
4.390037051062568025e+02 1.098728172413793118e+03 4.112886206896551045e+01
4.393809892214969750e+02 1.143698741379310377e+03 7.231448275862044639e+00
4.397582279318228302e+02 1.336688017241379157e+03 2.553605172413806557e+01
4.401354212330948599e+02 1.254430293103448321e+03 5.649568965517232755e+00
4.405125691211734420e+02 1.337139982758620818e+03 2.259827586206029082e-01
4.408896715919188978e+02 1.223696637931034502e+03 4.700441379310341006e+01
4.412667286411917189e+02 1.153190017241379337e+03 2.395417241379309559e+01
4.416437402648522834e+02 1.203358189655172509e+03 4.112886206896543939e+01
4.420207064587610262e+02 1.562444793103448319e+03 2.214631034482754401e+01
4.423976272187782683e+02 1.286745827586206815e+03 1.988648275862076531e+01
4.427745025407644448e+02 1.270701051724137642e+03 2.553605172413820057e+01
4.431513324205799336e+02 1.350472965517241164e+03 3.864305172413817502e+01
4.435281168540852264e+02 1.269797120689655003e+03 6.327517241379325696e+01
4.439048558371406443e+02 1.119970551724137749e+03 5.852953448275877690e+01
4.442815493656065655e+02 1.169008810344827680e+03 2.169434482758613214e+01
4.446581974353435385e+02 1.202228275862069040e+03 1.604477586206887807e+01
4.450348000422118275e+02 1.226182448275862043e+03 3.841706896551725237e+01
4.454113571820718676e+02 1.136919258620689561e+03 6.191927586206907108e+01
4.457878688507839797e+02 1.346631258620689778e+03 4.564851724137916023e+01
4.461643350442087694e+02 2.204687793103447802e+03 5.265398275862112598e+01
4.465407557582064442e+02 1.305502396551724360e+03 5.016817241379290238e+01
4.469171309886374956e+02 1.125846103448275926e+03 4.610048275862063605e+01
4.472934607313623587e+02 1.318157431034482670e+03 5.830355172413803899e+01
4.476697449822413546e+02 1.200872379310344513e+03 4.971620689655205894e+01
4.480459837371349181e+02 1.158387620689655250e+03 5.965944827586194776e+01
4.484221769919035410e+02 1.178274103448275810e+03 4.519655172413801836e+01
4.487983247424074307e+02 2.674731931034482841e+03 9.061908620689646909e+01
4.491744269845071358e+02 1.339399810344827756e+03 4.135484482758604230e+01
4.495504837140630343e+02 1.133303534482758550e+03 6.101534482758629707e+01
4.499264949269354474e+02 1.147766431034482821e+03 8.948917241379305665e+01
4.503024606189848669e+02 1.167652913793103380e+03 7.480029310344836802e+01
4.506783807860717275e+02 1.197482637931034787e+03 7.570422413793070859e+01
4.510542554240563504e+02 2.176213965517241377e+03 1.012402758620690264e+02
4.514300845287991706e+02 1.207651862068965556e+03 7.118456896551717250e+01
4.518058680961605660e+02 1.163359241379310333e+03 1.048560000000000230e+02
4.521816061220008578e+02 1.137371224137930994e+03 6.598696551724142978e+01
4.525572986021806514e+02 1.170590689655172582e+03 9.694660344827568110e+01
4.529329455325602112e+02 1.132625586206896742e+03 8.496951724137912265e+01
4.533085469089999719e+02 1.137597206896551597e+03 8.203174137931048904e+01
4.536841027273603686e+02 1.206069982758620654e+03 8.948917241379312770e+01
4.540596129835017223e+02 1.112739103448275728e+03 9.310489655172428058e+01
4.544350776732845247e+02 1.160647448275861962e+03 6.417910344827600966e+01
4.548104967925690403e+02 1.257368068965517296e+03 9.581668965517235392e+01
4.551858703372158743e+02 1.251944482758620779e+03 7.344439655172402581e+01
4.555611983030852912e+02 1.189799224137930878e+03 6.847277586206909916e+01
4.559364806860376689e+02 1.170364706896551752e+03 6.440508620689652730e+01
4.563117174819334991e+02 1.375557051724138091e+03 1.123134310344825906e+02
4.566869086866331031e+02 1.210815620689655134e+03 7.367037931034482767e+01
4.570620542959970294e+02 1.110027310344827583e+03 9.626865517241375869e+01
4.574371543058855423e+02 1.266407379310344822e+03 9.423481034482759355e+01
4.578122087121590198e+02 1.182567775862069084e+03 9.694660344827578058e+01
4.581872175106778968e+02 1.172398551724138088e+03 1.080197586206895011e+02
4.585621806973026651e+02 1.170590689655172582e+03 8.067584482758601894e+01
4.589370982678935889e+02 1.115450896551724099e+03 1.030481379310345318e+02
4.593119702183112736e+02 1.174432396551724196e+03 6.756884482758614752e+01
4.596867965444158699e+02 1.210589637931034304e+03 8.180575862068982929e+01
4.600615772420679832e+02 1.202454258620689643e+03 8.225772413793106352e+01
4.604363123071278210e+02 1.165619068965517272e+03 7.005465517241380269e+01
4.608110017354559886e+02 1.199064517241379463e+03 6.078936206896535310e+01
4.611856455229127505e+02 1.167652913793103380e+03 5.355791379310348788e+01
4.615602436653585983e+02 1.202680241379310246e+03 6.598696551724148662e+01
4.619347961586539100e+02 1.310925982758620648e+03 5.965944827586211119e+01
4.623093029986590068e+02 1.173754448275862160e+03 6.847277586206885758e+01
4.626837641812343236e+02 1.129461827586206937e+03 9.513874137931031783e+01
4.630581797022404089e+02 1.176692224137930907e+03 8.225772413793120563e+01
4.634325495575374134e+02 1.333524258620689807e+03 8.768131034482742336e+01
4.638068737429859993e+02 1.292621379310344992e+03 7.909396551724121593e+01
4.641811522544463742e+02 1.255108241379310357e+03 8.361362068965513572e+01
4.645553850877790296e+02 1.137823189655172200e+03 7.773806896551748480e+01
4.649295722388442869e+02 1.269345155172413797e+03 8.044986206896551550e+01
4.653037137035026944e+02 1.116580810344827569e+03 1.145732586206896713e+02
4.656778094776145167e+02 1.246520896551724036e+03 9.039310344827599408e+01
4.660518595570401885e+02 1.187087431034482961e+03 9.988437931034461315e+01
4.664258639376400879e+02 1.440188120689655307e+03 8.609943103448260615e+01
4.667998226152747634e+02 1.238385517241379148e+03 1.114095000000001647e+02
4.671737355858044225e+02 1.128105931034482865e+03 1.010142931034481819e+02
4.675476028450896138e+02 1.270475068965517266e+03 8.971515517241375903e+01
4.679214243889906584e+02 1.179855982758620712e+03 1.109575344827585894e+02
4.682952002133680480e+02 1.162229327586206864e+03 1.053079655172414277e+02
4.686689303140819902e+02 1.215109293103448181e+03 1.405612758620690386e+02
4.690426146869930903e+02 1.152738051724137677e+03 1.335558103448278473e+02
4.694162533279616696e+02 1.200420413793103307e+03 1.376235000000001207e+02
4.697898462328481628e+02 1.128557896551724070e+03 1.534422931034483213e+02
4.701633933975128912e+02 1.240645344827586314e+03 1.785263793103447370e+02
4.705368948178163464e+02 1.132851568965517345e+03 1.697130517241377561e+02
4.709103504896188497e+02 1.269345155172413570e+03 1.744586896551726625e+02
4.712837604087808927e+02 1.253074396551724021e+03 1.701650172413794166e+02
4.716571245711627967e+02 1.162907275862068900e+03 1.895995344827587132e+02
4.720304429726249964e+02 1.202906224137930849e+03 1.920853448275864253e+02
4.724037156090279268e+02 1.161099413793103395e+03 2.192032758620690061e+02
4.727769424762319659e+02 1.122230379310344688e+03 2.212371206896553417e+02
4.731501235700974348e+02 1.229798172413793054e+03 2.341181379310344823e+02
4.735232588864848822e+02 1.194996827586207019e+03 2.284685689655171359e+02
4.738963484212546291e+02 1.203132206896551679e+03 2.506148793103448895e+02
4.742693921702670536e+02 1.294203258620689894e+03 2.406716379310342404e+02
4.746423901293826475e+02 1.167200948275862174e+03 2.605581206896550839e+02
4.750153422944617319e+02 1.134659431034482850e+03 2.795406724137930041e+02
4.753882486613646847e+02 1.342111603448275901e+03 3.046247586206895903e+02
4.757611092259519978e+02 1.153415999999999940e+03 2.879020344827586655e+02
4.761339239840841060e+02 1.296237103448275548e+03 3.152459482758624176e+02
4.765066929316212168e+02 1.197934603448275766e+03 3.217994482758621757e+02
4.768794160644238787e+02 1.215109293103447953e+03 3.480134482758623449e+02
4.772520933783524697e+02 1.361320137931034424e+03 3.256411551724137894e+02
4.776247248692673679e+02 1.225052534482758347e+03 3.477874655172416851e+02
4.779973105330290082e+02 1.286067879310344779e+03 3.785211206896552198e+02
4.783698503654978254e+02 1.241549275862068725e+03 3.665440344827587751e+02
4.787423443625341406e+02 1.460074603448275866e+03 4.252995517241379275e+02
4.791147925199983888e+02 1.389116017241379268e+03 3.866565000000000509e+02
4.794871948337510048e+02 1.295559155172413966e+03 3.932099999999998658e+02
4.798595512996523098e+02 1.239289448275862014e+03 4.361467241379310735e+02
4.802318619135627955e+02 1.138501137931034464e+03 4.569371379310344992e+02
4.806041266713427831e+02 1.279514379310344793e+03 4.397624482758620843e+02
4.809763455688528211e+02 1.206069982758620881e+03 4.881227586206895239e+02
4.813485186019531170e+02 1.217143137931034289e+03 4.759196896551726468e+02
4.817206457665042194e+02 1.273412844827586241e+03 4.759196896551723626e+02
4.820927270583663926e+02 1.238385517241379375e+03 5.129808620689652798e+02
4.824647624734002420e+02 2.020737827586207004e+03 5.172745344827585541e+02
4.828367520074659751e+02 1.255786189655172620e+03 5.213422241379308844e+02
4.832086956564240268e+02 1.283356086206896634e+03 5.462003275862067539e+02
4.835805934161348887e+02 1.294881206896551703e+03 5.769339827586206866e+02
